기준월,지점ID,지점명,담당자ID,담당자명,병원ID,병원명,품목ID,품목명,처방수량,처방금액
2025-11,B002,경기서부지점,R0006,정다아,H00106,서울의원,P002,리바코프캡슐,11,2411611
2025-11,B002,경기서부지점,R0006,정다아,H00106,서울의원,P003,네오프라졸,5,898393
2025-11,B002,경기서부지점,R0006,정다아,H00106,서울의원,P005,글루코밸런스,5,1758843
2025-11,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P001,아세트론정,11,1718672
2025-11,B002,경기서부지점,R0006,정다아,H00119,청담정형외과,P005,글루코밸런스,4,1598802
2025-11,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P001,아세트론정,3,1288458
2025-11,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P003,네오프라졸,2,651327
2025-11,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P004,카디오엑스,7,2038995
2025-11,B002,경기서부지점,R0006,정다아,H00102,강남의료원4,P005,글루코밸런스,4,1997116
2025-11,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P001,아세트론정,11,1911250
2025-11,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P002,리바코프캡슐,20,5365513
2025-11,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P003,네오프라졸,22,5667324
2025-11,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P004,카디오엑스,16,4780749
2025-11,B002,경기서부지점,R0006,정다아,H00163,중앙피부과,P005,글루코밸런스,16,3418806
2025-11,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P001,아세트론정,3,816089
2025-11,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P003,네오프라졸,5,1068477
2025-11,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P004,카디오엑스,5,598435
2025-11,B002,경기서부지점,R0006,정다아,H00168,온누리약국,P005,글루코밸런스,1,81055
2025-11,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P002,리바코프캡슐,11,2108549
2025-11,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P003,네오프라졸,9,1969288
2025-11,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P004,카디오엑스,4,837205
2025-11,B002,경기서부지점,R0006,정다아,H00114,강남병원3,P005,글루코밸런스,8,1525690
2025-11,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P002,리바코프캡슐,4,1959934
2025-11,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P003,네오프라졸,2,251428
2025-11,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P004,카디오엑스,6,990273
2025-11,B002,경기서부지점,R0006,정다아,H00018,서울한의원,P005,글루코밸런스,6,1731338
2025-11,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P002,리바코프캡슐,3,1312448
2025-11,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P003,네오프라졸,5,817457
2025-11,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P004,카디오엑스,9,1759894
2025-11,B002,경기서부지점,R0006,정다아,H00075,송도한의원,P005,글루코밸런스,10,2372971
2025-11,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P001,아세트론정,3,652188
2025-11,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P003,네오프라졸,7,942526
2025-11,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P004,카디오엑스,13,3615113
2025-11,B002,경기서부지점,R0006,정다아,H00032,청담가정의학과,P005,글루코밸런스,1,119000
2025-11,B002,경기서부지점,R0006,정다아,H00165,중앙내과,P001,아세트론정,4,1300399
2025-11,B002,경기서부지점,R0006,정다아,H00165,중앙내과,P002,리바코프캡슐,3,1759229
2025-11,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P001,아세트론정,6,1684081
2025-11,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P002,리바코프캡슐,10,1707582
2025-11,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P003,네오프라졸,9,2073463
2025-11,B002,경기서부지점,R0006,정다아,H00138,송도가정의학과,P004,카디오엑스,3,914800
2025-11,B002,경기서부지점,R0006,정다아,H00147,성모의원,P001,아세트론정,8,1709141
2025-11,B002,경기서부지점,R0006,정다아,H00147,성모의원,P002,리바코프캡슐,2,938821
2025-11,B002,경기서부지점,R0006,정다아,H00147,성모의원,P003,네오프라졸,4,1921271
2025-11,B002,경기서부지점,R0006,정다아,H00147,성모의원,P004,카디오엑스,3,1783476
2025-11,B002,경기서부지점,R0006,정다아,H00147,성모의원,P005,글루코밸런스,1,1615089
2025-11,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P001,아세트론정,5,1737194
2025-11,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P003,네오프라졸,9,1975239
2025-11,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P004,카디오엑스,13,2944886
2025-11,B002,경기서부지점,R0006,정다아,H00123,새봄병원,P005,글루코밸런스,10,2220861
2025-11,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P001,아세트론정,9,1402405
2025-11,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P002,리바코프캡슐,6,880885
2025-11,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P004,카디오엑스,2,873427
2025-11,B002,경기서부지점,R0006,정다아,H00030,부산한의원,P005,글루코밸런스,10,2391890
2025-11,B002,경기서부지점,R0006,정다아,H00023,미래의료원,P001,아세트론정,1,469198
2025-11,B002,경기서부지점,R0006,정다아,H00023,미래의료원,P002,리바코프캡슐,1,351707
2025-11,B002,경기서부지점,R0006,정다아,H00023,미래의료원,P005,글루코밸런스,1,814656
2025-11,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P001,아세트론정,5,1786704
2025-11,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P002,리바코프캡슐,3,924786
2025-11,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P004,카디오엑스,7,1685852
2025-11,B002,경기서부지점,R0006,정다아,H00094,부산피부과,P005,글루코밸런스,20,4093690
2025-11,B002,경기서부지점,R0006,정다아,H00148,부산한의원,P001,아세트론정,2,1484202
2025-11,B002,경기서부지점,R0006,정다아,H00148,부산한의원,P003,네오프라졸,8,3043321
2025-11,B002,경기서부지점,R0006,정다아,H00148,부산한의원,P005,글루코밸런스,0,192726
2025-11,B002,경기서부지점,R0006,정다아,H00042,온누리의원,P001,아세트론정,6,1162379
2025-11,B002,경기서부지점,R0006,정다아,H00042,온누리의원,P002,리바코프캡슐,1,231811
2025-11,B002,경기서부지점,R0006,정다아,H00042,온누리의원,P005,글루코밸런스,8,2058565
2025-11,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P001,아세트론정,11,2704688
2025-11,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P002,리바코프캡슐,22,5198088
2025-11,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P003,네오프라졸,12,1300751
2025-11,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P004,카디오엑스,3,571485
2025-11,B002,경기서부지점,R0006,정다아,H00005,새봄내과,P005,글루코밸런스,3,1257739
2025-11,B002,경기서부지점,R0006,정다아,H00128,미래의원,P001,아세트론정,1,555181
2025-11,B002,경기서부지점,R0006,정다아,H00128,미래의원,P002,리바코프캡슐,6,1173124
2025-11,B002,경기서부지점,R0006,정다아,H00128,미래의원,P003,네오프라졸,3,831981
2025-11,B002,경기서부지점,R0006,정다아,H00128,미래의원,P004,카디오엑스,0,406964
2025-11,B002,경기서부지점,R0006,정다아,H00128,미래의원,P005,글루코밸런스,6,1454171
2025-11,B002,경기서부지점,R0006,정다아,H00135,온누리피부과,P002,리바코프캡슐,6,1536467
2025-11,B002,경기서부지점,R0006,정다아,H00135,온누리피부과,P003,네오프라졸,13,1975456
2025-11,B002,경기서부지점,R0006,정다아,H00135,온누리피부과,P004,카디오엑스,9,1716088
2025-11,B002,경기서부지점,R0006,정다아,H00135,온누리피부과,P005,글루코밸런스,6,931490
2025-11,B002,경기서부지점,R0006,정다아,H00033,미래한의원2,P005,글루코밸런스,6,1515546
2025-11,B002,경기서부지점,R0007,권성우,H00016,온누리약국,P001,아세트론정,7,1320769
2025-11,B002,경기서부지점,R0007,권성우,H00016,온누리약국,P002,리바코프캡슐,1,1150837
2025-11,B002,경기서부지점,R0007,권성우,H00016,온누리약국,P003,네오프라졸,9,1800001
2025-11,B002,경기서부지점,R0007,권성우,H00016,온누리약국,P005,글루코밸런스,2,780529
2025-11,B002,경기서부지점,R0007,권성우,H00014,우리병원,P002,리바코프캡슐,4,1390772
2025-11,B002,경기서부지점,R0007,권성우,H00014,우리병원,P003,네오프라졸,8,2857621
2025-11,B002,경기서부지점,R0007,권성우,H00014,우리병원,P004,카디오엑스,17,2287883
2025-11,B002,경기서부지점,R0007,권성우,H00014,우리병원,P005,글루코밸런스,9,2381921
2025-11,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P002,리바코프캡슐,20,4295077
2025-11,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P003,네오프라졸,2,324962
2025-11,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P004,카디오엑스,1,458757
2025-11,B002,경기서부지점,R0007,권성우,H00126,경기한의원,P005,글루코밸런스,15,2729070
2025-11,B002,경기서부지점,R0007,권성우,H00044,가온가정의학과,P001,아세트론정,9,2098744
2025-11,B002,경기서부지점,R0007,권성우,H00044,가온가정의학과,P004,카디오엑스,9,1491085
2025-11,B002,경기서부지점,R0007,권성우,H00044,가온가정의학과,P005,글루코밸런스,3,863760
2025-11,B002,경기서부지점,R0007,권성우,H00135,온누리피부과,P001,아세트론정,11,3365664
2025-11,B002,경기서부지점,R0007,권성우,H00135,온누리피부과,P002,리바코프캡슐,12,2128200
2025-11,B002,경기서부지점,R0007,권성우,H00135,온누리피부과,P003,네오프라졸,0,307142
2025-11,B002,경기서부지점,R0007,권성우,H00135,온누리피부과,P005,글루코밸런스,8,2020065
2025-11,B002,경기서부지점,R0007,권성우,H00137,새봄약국,P001,아세트론정,2,1339298
2025-11,B002,경기서부지점,R0007,권성우,H00137,새봄약국,P002,리바코프캡슐,11,1477663
2025-11,B002,경기서부지점,R0007,권성우,H00137,새봄약국,P004,카디오엑스,3,837586
2025-11,B002,경기서부지점,R0007,권성우,H00179,가온피부과3,P001,아세트론정,7,2359634
2025-11,B002,경기서부지점,R0007,권성우,H00179,가온피부과3,P005,글루코밸런스,5,680132
2025-11,B002,경기서부지점,R0007,권성우,H00053,가온의료원,P001,아세트론정,0,365349
2025-11,B002,경기서부지점,R0007,권성우,H00053,가온의료원,P004,카디오엑스,3,1903996
2025-11,B002,경기서부지점,R0007,권성우,H00053,가온의료원,P005,글루코밸런스,5,1170090
2025-11,B002,경기서부지점,R0007,권성우,H00071,미래정형외과,P001,아세트론정,2,1142229
2025-11,B002,경기서부지점,R0007,권성우,H00071,미래정형외과,P002,리바코프캡슐,10,1466889
2025-11,B002,경기서부지점,R0007,권성우,H00071,미래정형외과,P005,글루코밸런스,16,3514629
2025-11,B002,경기서부지점,R0007,권성우,H00133,분당병원,P001,아세트론정,0,249366
2025-11,B002,경기서부지점,R0007,권성우,H00133,분당병원,P003,네오프라졸,1,253842
2025-11,B002,경기서부지점,R0007,권성우,H00066,강남약국,P001,아세트론정,5,716967
2025-11,B002,경기서부지점,R0007,권성우,H00066,강남약국,P003,네오프라졸,2,924044
2025-11,B002,경기서부지점,R0007,권성우,H00066,강남약국,P004,카디오엑스,7,2876667
2025-11,B002,경기서부지점,R0007,권성우,H00066,강남약국,P005,글루코밸런스,15,2173861
2025-11,B002,경기서부지점,R0007,권성우,H00080,송도정형외과,P002,리바코프캡슐,5,981105
2025-11,B002,경기서부지점,R0007,권성우,H00080,송도정형외과,P003,네오프라졸,20,3122864
2025-11,B002,경기서부지점,R0007,권성우,H00080,송도정형외과,P004,카디오엑스,21,3896069
2025-11,B002,경기서부지점,R0007,권성우,H00080,송도정형외과,P005,글루코밸런스,4,800458
2025-11,B002,경기서부지점,R0007,권성우,H00162,중앙병원,P001,아세트론정,14,2591090
2025-11,B002,경기서부지점,R0007,권성우,H00162,중앙병원,P002,리바코프캡슐,1,213574
2025-11,B002,경기서부지점,R0007,권성우,H00162,중앙병원,P004,카디오엑스,5,1480674
2025-11,B002,경기서부지점,R0007,권성우,H00162,중앙병원,P005,글루코밸런스,8,1836041
2025-11,B002,경기서부지점,R0007,권성우,H00171,해운대내과,P001,아세트론정,10,2519861
2025-11,B002,경기서부지점,R0007,권성우,H00171,해운대내과,P002,리바코프캡슐,3,880289
2025-11,B002,경기서부지점,R0007,권성우,H00171,해운대내과,P003,네오프라졸,6,1427895
2025-11,B002,경기서부지점,R0007,권성우,H00171,해운대내과,P004,카디오엑스,4,903436
2025-11,B002,경기서부지점,R0007,권성우,H00171,해운대내과,P005,글루코밸런스,5,882515
2025-11,B002,경기서부지점,R0007,권성우,H00112,새봄의원,P001,아세트론정,0,481353
2025-11,B002,경기서부지점,R0007,권성우,H00112,새봄의원,P002,리바코프캡슐,9,1746940
2025-11,B002,경기서부지점,R0007,권성우,H00112,새봄의원,P004,카디오엑스,1,599229
2025-11,B002,경기서부지점,R0007,권성우,H00159,삼성한의원,P003,네오프라졸,1,1978965
2025-11,B002,경기서부지점,R0007,권성우,H00159,삼성한의원,P004,카디오엑스,18,4739947
2025-11,B002,경기서부지점,R0007,권성우,H00159,삼성한의원,P005,글루코밸런스,3,1130175
2025-11,B002,경기서부지점,R0007,권성우,H00145,성모한의원,P001,아세트론정,10,3806546
2025-11,B002,경기서부지점,R0007,권성우,H00145,성모한의원,P004,카디오엑스,15,2187592
2025-11,B002,경기서부지점,R0007,권성우,H00145,성모한의원,P005,글루코밸런스,11,3309528
2025-11,B002,경기서부지점,R0007,권성우,H00164,드림한의원,P002,리바코프캡슐,15,2502848
2025-11,B002,경기서부지점,R0007,권성우,H00164,드림한의원,P004,카디오엑스,7,1798284
2025-11,B002,경기서부지점,R0007,권성우,H00164,드림한의원,P005,글루코밸런스,1,213310
2025-11,B002,경기서부지점,R0007,권성우,H00083,경기피부과,P001,아세트론정,3,968874
2025-11,B002,경기서부지점,R0007,권성우,H00083,경기피부과,P002,리바코프캡슐,9,2569493
2025-11,B002,경기서부지점,R0007,권성우,H00083,경기피부과,P004,카디오엑스,5,1314422
2025-11,B002,경기서부지점,R0007,권성우,H00083,경기피부과,P005,글루코밸런스,5,1701761
2025-11,B002,경기서부지점,R0007,권성우,H00025,성모한의원,P001,아세트론정,18,3707392
2025-11,B002,경기서부지점,R0007,권성우,H00025,성모한의원,P002,리바코프캡슐,5,1514729
2025-11,B002,경기서부지점,R0007,권성우,H00025,성모한의원,P003,네오프라졸,4,1008122
2025-11,B002,경기서부지점,R0007,권성우,H00025,성모한의원,P004,카디오엑스,3,695937
2025-11,B002,경기서부지점,R0007,권성우,H00096,가온정형외과4,P001,아세트론정,15,3420836
2025-11,B002,경기서부지점,R0007,권성우,H00096,가온정형외과4,P003,네오프라졸,5,1263824
2025-11,B002,경기서부지점,R0007,권성우,H00096,가온정형외과4,P004,카디오엑스,19,5251388
2025-11,B002,경기서부지점,R0007,권성우,H00096,가온정형외과4,P005,글루코밸런스,12,2807695
2025-11,B002,경기서부지점,R0007,권성우,H00102,강남의료원4,P001,아세트론정,5,1090365
2025-11,B002,경기서부지점,R0007,권성우,H00102,강남의료원4,P002,리바코프캡슐,6,841214
2025-11,B002,경기서부지점,R0007,권성우,H00102,강남의료원4,P003,네오프라졸,1,503212
2025-11,B002,경기서부지점,R0007,권성우,H00102,강남의료원4,P005,글루코밸런스,2,836701
2025-11,B002,경기서부지점,R0007,권성우,H00090,온누리의원,P001,아세트론정,0,553698
2025-11,B002,경기서부지점,R0007,권성우,H00090,온누리의원,P002,리바코프캡슐,11,1901990
2025-11,B002,경기서부지점,R0007,권성우,H00090,온누리의원,P003,네오프라졸,4,748028
2025-11,B002,경기서부지점,R0007,권성우,H00090,온누리의원,P005,글루코밸런스,9,2245374
2025-11,B002,경기서부지점,R0007,권성우,H00167,우리의원,P001,아세트론정,14,2867639
2025-11,B002,경기서부지점,R0007,권성우,H00167,우리의원,P002,리바코프캡슐,5,583491
2025-11,B002,경기서부지점,R0007,권성우,H00167,우리의원,P004,카디오엑스,6,1565121
2025-11,B002,경기서부지점,R0007,권성우,H00167,우리의원,P005,글루코밸런스,4,874621
2025-11,B002,경기서부지점,R0007,권성우,H00111,온누리의료원,P002,리바코프캡슐,1,919812
2025-11,B002,경기서부지점,R0007,권성우,H00111,온누리의료원,P003,네오프라졸,6,934102
2025-11,B002,경기서부지점,R0007,권성우,H00111,온누리의료원,P004,카디오엑스,8,823861
2025-11,B002,경기서부지점,R0007,권성우,H00111,온누리의료원,P005,글루코밸런스,2,70051
2025-11,B002,경기서부지점,R0007,권성우,H00036,서울내과,P001,아세트론정,6,1887655
2025-11,B002,경기서부지점,R0007,권성우,H00036,서울내과,P003,네오프라졸,13,2689909
2025-11,B002,경기서부지점,R0007,권성우,H00036,서울내과,P004,카디오엑스,7,1747493
2025-11,B002,경기서부지점,R0007,권성우,H00036,서울내과,P005,글루코밸런스,1,457707
2025-11,B002,경기서부지점,R0007,권성우,H00154,삼성병원,P001,아세트론정,4,1008834
2025-11,B002,경기서부지점,R0007,권성우,H00154,삼성병원,P003,네오프라졸,2,645466
2025-11,B002,경기서부지점,R0007,권성우,H00154,삼성병원,P004,카디오엑스,4,839295
2025-11,B002,경기서부지점,R0007,권성우,H00154,삼성병원,P005,글루코밸런스,12,1948751
2025-11,B002,경기서부지점,R0007,권성우,H00161,부산의료원,P001,아세트론정,26,6441642
2025-11,B002,경기서부지점,R0007,권성우,H00161,부산의료원,P004,카디오엑스,7,2362091
2025-11,B002,경기서부지점,R0007,권성우,H00072,서울의료원,P002,리바코프캡슐,3,974135
2025-11,B002,경기서부지점,R0007,권성우,H00072,서울의료원,P003,네오프라졸,5,1989582
2025-11,B002,경기서부지점,R0007,권성우,H00072,서울의료원,P004,카디오엑스,0,119641
2025-11,B002,경기서부지점,R0007,권성우,H00072,서울의료원,P005,글루코밸런스,4,1039892
2025-11,B002,경기서부지점,R0007,권성우,H00058,삼성피부과,P001,아세트론정,6,1129100
2025-11,B002,경기서부지점,R0007,권성우,H00058,삼성피부과,P002,리바코프캡슐,21,5342100
2025-11,B002,경기서부지점,R0007,권성우,H00058,삼성피부과,P005,글루코밸런스,15,2003725
2025-11,B002,경기서부지점,R0007,권성우,H00129,한빛의원,P002,리바코프캡슐,7,2333227
2025-11,B002,경기서부지점,R0007,권성우,H00129,한빛의원,P003,네오프라졸,3,902080
2025-11,B002,경기서부지점,R0007,권성우,H00129,한빛의원,P004,카디오엑스,3,509146
2025-11,B002,경기서부지점,R0007,권성우,H00061,강남내과5,P001,아세트론정,3,700292
2025-11,B002,경기서부지점,R0007,권성우,H00061,강남내과5,P002,리바코프캡슐,6,2017516
2025-11,B002,경기서부지점,R0007,권성우,H00061,강남내과5,P003,네오프라졸,3,787333
2025-11,B002,경기서부지점,R0007,권성우,H00061,강남내과5,P005,글루코밸런스,11,2099085
2025-11,B002,경기서부지점,R0007,권성우,H00125,삼성병원,P001,아세트론정,1,253994
2025-11,B002,경기서부지점,R0007,권성우,H00125,삼성병원,P003,네오프라졸,3,617993
2025-11,B002,경기서부지점,R0007,권성우,H00175,분당피부과,P001,아세트론정,2,369455
2025-11,B002,경기서부지점,R0007,권성우,H00175,분당피부과,P002,리바코프캡슐,9,2352730
2025-11,B002,경기서부지점,R0007,권성우,H00175,분당피부과,P003,네오프라졸,17,1916363
2025-11,B002,경기서부지점,R0007,권성우,H00175,분당피부과,P004,카디오엑스,3,426896
2025-11,B002,경기서부지점,R0007,권성우,H00001,부산내과,P002,리바코프캡슐,2,529679
2025-11,B002,경기서부지점,R0007,권성우,H00001,부산내과,P004,카디오엑스,2,677566
2025-11,B002,경기서부지점,R0007,권성우,H00001,부산내과,P005,글루코밸런스,0,325043
2025-11,B002,경기서부지점,R0007,권성우,H00106,서울의원,P003,네오프라졸,1,364429
2025-11,B002,경기서부지점,R0007,권성우,H00106,서울의원,P004,카디오엑스,3,1229567
2025-11,B002,경기서부지점,R0007,권성우,H00170,삼성의원,P001,아세트론정,1,469334
2025-11,B002,경기서부지점,R0007,권성우,H00170,삼성의원,P002,리바코프캡슐,4,965793
2025-11,B002,경기서부지점,R0007,권성우,H00170,삼성의원,P003,네오프라졸,3,616702
2025-11,B002,경기서부지점,R0007,권성우,H00170,삼성의원,P004,카디오엑스,14,2971606
2025-11,B002,경기서부지점,R0007,권성우,H00152,드림가정의학과,P002,리바코프캡슐,24,4277876
2025-11,B002,경기서부지점,R0007,권성우,H00152,드림가정의학과,P004,카디오엑스,6,1431429
2025-11,B002,경기서부지점,R0007,권성우,H00148,부산한의원,P001,아세트론정,3,818292
2025-11,B002,경기서부지점,R0007,권성우,H00148,부산한의원,P005,글루코밸런스,8,3018669
2025-11,B002,경기서부지점,R0008,강주온,H00087,드림의원,P004,카디오엑스,3,1379877
2025-11,B002,경기서부지점,R0008,강주온,H00095,강남의료원,P001,아세트론정,1,291161
2025-11,B002,경기서부지점,R0008,강주온,H00095,강남의료원,P002,리바코프캡슐,10,1143463
2025-11,B002,경기서부지점,R0008,강주온,H00095,강남의료원,P003,네오프라졸,6,1393331
2025-11,B002,경기서부지점,R0008,강주온,H00095,강남의료원,P005,글루코밸런스,3,638403
2025-11,B002,경기서부지점,R0008,강주온,H00167,우리의원,P002,리바코프캡슐,1,592234
2025-11,B002,경기서부지점,R0008,강주온,H00167,우리의원,P003,네오프라졸,13,4102234
2025-11,B002,경기서부지점,R0008,강주온,H00167,우리의원,P004,카디오엑스,6,1062602
2025-11,B002,경기서부지점,R0008,강주온,H00167,우리의원,P005,글루코밸런스,5,1925305
2025-11,B002,경기서부지점,R0008,강주온,H00006,경기정형외과3,P002,리바코프캡슐,4,1441939
2025-11,B002,경기서부지점,R0008,강주온,H00006,경기정형외과3,P003,네오프라졸,8,2358905
2025-11,B002,경기서부지점,R0008,강주온,H00006,경기정형외과3,P004,카디오엑스,6,2094063
2025-11,B002,경기서부지점,R0008,강주온,H00006,경기정형외과3,P005,글루코밸런스,8,1888151
2025-11,B002,경기서부지점,R0008,강주온,H00164,드림한의원,P001,아세트론정,7,1402212
2025-11,B002,경기서부지점,R0008,강주온,H00164,드림한의원,P002,리바코프캡슐,4,1364809
2025-11,B002,경기서부지점,R0008,강주온,H00164,드림한의원,P003,네오프라졸,13,2346934
2025-11,B002,경기서부지점,R0008,강주온,H00164,드림한의원,P004,카디오엑스,4,620486
2025-11,B002,경기서부지점,R0008,강주온,H00119,청담정형외과,P001,아세트론정,9,1283228
2025-11,B002,경기서부지점,R0008,강주온,H00119,청담정형외과,P002,리바코프캡슐,1,397683
2025-11,B002,경기서부지점,R0008,강주온,H00119,청담정형외과,P003,네오프라졸,5,1110384
2025-11,B002,경기서부지점,R0008,강주온,H00119,청담정형외과,P005,글루코밸런스,0,632395
2025-11,B002,경기서부지점,R0008,강주온,H00098,송도한의원,P001,아세트론정,0,320282
2025-11,B002,경기서부지점,R0008,강주온,H00098,송도한의원,P002,리바코프캡슐,3,876986
2025-11,B002,경기서부지점,R0008,강주온,H00098,송도한의원,P005,글루코밸런스,3,1447159
2025-11,B002,경기서부지점,R0008,강주온,H00121,삼성내과,P001,아세트론정,4,394933
2025-11,B002,경기서부지점,R0008,강주온,H00121,삼성내과,P004,카디오엑스,2,757859
2025-11,B002,경기서부지점,R0008,강주온,H00044,가온가정의학과,P001,아세트론정,7,1658411
2025-11,B002,경기서부지점,R0008,강주온,H00044,가온가정의학과,P002,리바코프캡슐,13,3201084
2025-11,B002,경기서부지점,R0008,강주온,H00044,가온가정의학과,P003,네오프라졸,18,3740269
2025-11,B002,경기서부지점,R0008,강주온,H00044,가온가정의학과,P005,글루코밸런스,1,463371
2025-11,B002,경기서부지점,R0008,강주온,H00051,송도약국,P002,리바코프캡슐,6,869705
2025-11,B002,경기서부지점,R0008,강주온,H00051,송도약국,P005,글루코밸런스,0,53435
2025-11,B002,경기서부지점,R0008,강주온,H00136,서울약국,P001,아세트론정,1,411614
2025-11,B002,경기서부지점,R0008,강주온,H00136,서울약국,P003,네오프라졸,14,2728718
2025-11,B002,경기서부지점,R0008,강주온,H00136,서울약국,P004,카디오엑스,7,2065190
2025-11,B002,경기서부지점,R0008,강주온,H00136,서울약국,P005,글루코밸런스,6,1003776
2025-11,B002,경기서부지점,R0008,강주온,H00011,서울피부과,P001,아세트론정,5,1728674
2025-11,B002,경기서부지점,R0008,강주온,H00011,서울피부과,P002,리바코프캡슐,3,1107704
2025-11,B002,경기서부지점,R0008,강주온,H00011,서울피부과,P003,네오프라졸,8,841053
2025-11,B002,경기서부지점,R0008,강주온,H00011,서울피부과,P004,카디오엑스,0,571032
2025-11,B002,경기서부지점,R0008,강주온,H00011,서울피부과,P005,글루코밸런스,7,1185255
2025-11,B002,경기서부지점,R0008,강주온,H00043,고려약국9,P001,아세트론정,0,468668
2025-11,B002,경기서부지점,R0008,강주온,H00043,고려약국9,P004,카디오엑스,10,2603933
2025-11,B002,경기서부지점,R0008,강주온,H00043,고려약국9,P005,글루코밸런스,8,1540727
2025-11,B002,경기서부지점,R0008,강주온,H00131,성모가정의학과,P001,아세트론정,10,2776173
2025-11,B002,경기서부지점,R0008,강주온,H00131,성모가정의학과,P002,리바코프캡슐,4,685002
2025-11,B002,경기서부지점,R0008,강주온,H00131,성모가정의학과,P003,네오프라졸,7,1384743
2025-11,B002,경기서부지점,R0008,강주온,H00086,강남의원3,P001,아세트론정,2,378251
2025-11,B002,경기서부지점,R0008,강주온,H00086,강남의원3,P002,리바코프캡슐,2,686019
2025-11,B002,경기서부지점,R0008,강주온,H00086,강남의원3,P004,카디오엑스,1,517374
2025-11,B002,경기서부지점,R0008,강주온,H00086,강남의원3,P005,글루코밸런스,3,585798
2025-11,B002,경기서부지점,R0008,강주온,H00002,강남정형외과8,P001,아세트론정,7,2525189
2025-11,B002,경기서부지점,R0008,강주온,H00002,강남정형외과8,P002,리바코프캡슐,2,601797
2025-11,B002,경기서부지점,R0008,강주온,H00058,삼성피부과,P003,네오프라졸,4,518018
2025-11,B002,경기서부지점,R0008,강주온,H00058,삼성피부과,P004,카디오엑스,12,1943749
2025-11,B002,경기서부지점,R0008,강주온,H00058,삼성피부과,P005,글루코밸런스,15,3629099
2025-11,B002,경기서부지점,R0008,강주온,H00175,분당피부과,P002,리바코프캡슐,7,1220676
2025-11,B002,경기서부지점,R0008,강주온,H00175,분당피부과,P003,네오프라졸,5,1038886
2025-11,B002,경기서부지점,R0008,강주온,H00175,분당피부과,P004,카디오엑스,12,3238436
2025-11,B002,경기서부지점,R0008,강주온,H00153,드림가정의학과,P002,리바코프캡슐,7,1551256
2025-11,B002,경기서부지점,R0008,강주온,H00153,드림가정의학과,P003,네오프라졸,3,887520
2025-11,B002,경기서부지점,R0008,강주온,H00153,드림가정의학과,P004,카디오엑스,7,1962066
2025-11,B002,경기서부지점,R0008,강주온,H00153,드림가정의학과,P005,글루코밸런스,11,1748398
2025-11,B002,경기서부지점,R0008,강주온,H00097,강남내과,P001,아세트론정,7,1857209
2025-11,B002,경기서부지점,R0008,강주온,H00097,강남내과,P002,리바코프캡슐,4,1627905
2025-11,B002,경기서부지점,R0008,강주온,H00097,강남내과,P005,글루코밸런스,3,1187573
2025-11,B002,경기서부지점,R0008,강주온,H00124,가온의원,P001,아세트론정,3,1037939
2025-11,B002,경기서부지점,R0008,강주온,H00124,가온의원,P003,네오프라졸,2,552282
2025-11,B002,경기서부지점,R0008,강주온,H00124,가온의원,P004,카디오엑스,1,1021327
2025-11,B002,경기서부지점,R0008,강주온,H00089,경기가정의학과,P001,아세트론정,3,1182177
